,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,17,118,91,135,209,390,616,0.9752057048820625,0.04292790313703908,0.966510818745243
1,$u_{25}$,14,120,95,134,215,391,620,0.9748793330408073,0.04304271246147072,0.966293356529303
2,$u_{50}$,13,116,97,129,213,389,615,0.9752545713347203,0.04290283445461564,0.9666286830538826
3,$u_{75}$,14,118,94,132,212,390,616,0.97522201512992,0.04295627271725961,0.9665326523959579
